region,location_id,species_avg,micro_avg
,125416,,2.308856
,141510,,2.170628
,129885,,1.851588
,143125,,1.619872
,129754,,1.449752
,136079,,1.297104
,136124,,1.268556
,130862,,1.178648
,136139,,1.125268
,144273,,1.045376
,140519,,0.99568
,126749,,0.866092
,136684,,0.794816
,131874,,0.692944
,128761,,0.662268
,121080,,0.610152
,151926,,0.592752
,139915,,0.549136
,131217,,0.545378
,141583,,0.48668
,128217,,0.466524
,123514,,0.461664
,138492,,0.45896400000000004
,126763,,0.455724
,127563,,0.455724
,125987,,0.45378
,128727,,0.449724
,136663,,0.44893399999999994
,136580,,0.431964
,128788,,0.395684
,135048,,0.395248
,139850,,0.384448
,139312,,0.382384
,131775,,0.380128
,136565,,0.375808
,136553,,0.370372
,136117,,0.356372
,131003,,0.353582
,124583,,0.3438
,128791,,0.343412
,135012,,0.334772
,128109,,0.333692
,134155,,0.332612
,124040,,0.326824
,126678,,0.326672
,143730,,0.323976
,136568,,0.320376
,130919,,0.315336
,135226,,0.314816
,127348,,0.312224
,136653,,0.308856
,135248,,0.306068
,131035,,0.304536
,139874,,0.302312
,120533,,0.302256
,142097,,0.299496
,140456,,0.29320999999999997
,127561,,0.291496
,134467,,0.289418
,128071,,0.289416
,144770,,0.289416
,131752,,0.289416
,140518,,0.285096
,122374,,0.284988
,136053,,0.283176
,128713,,0.280776
,126765,,0.280776
,136574,,0.276456
,141007,,0.2743
,136624,,0.26998
,139864,,0.264748
,134250,,0.2635
,128213,,0.26134
,136095,,0.258612
,132092,,0.2563
,141575,,0.25486
,143746,,0.25486
,131759,,0.253288
,145347,,0.2525
,129548,,0.251948
,135291,,0.251544
,150005,,0.25054
,122917,,0.25054
,142580,,0.25018
,141536,,0.249322
,135005,,0.244752
,134136,,0.243636
,137217,,0.24298
,111037,,0.23974
,141549,,0.239484
,137874,,0.238236
,135975,,0.23326
,141580,,0.2311
,137734,,0.2311
,129484,,0.23012600000000002
,135263,,0.22894
,139556,,0.227862
,122912,,0.22678
,124655,,0.224624
,138436,,0.224624
,132463,,0.224624
,126126,,0.224624
,136672,,0.222804
,132516,,0.222464
,131800,,0.219824
,127281,,0.21882000000000001
,150836,,0.218384
,122978,,0.218144
,136056,,0.218144
,131460,,0.218142
,119908,,0.215984
,137172,,0.215984
,126035,,0.214688
,122934,,0.213824
,122921,,0.213224
,129753,,0.212056
,121769,,0.210584
,126081,,0.209504
,135778,,0.207344
,132672,,0.207344
,128053,,0.206384
,140437,,0.205184
,129476,,0.205184
,137234,,0.203024
,128115,,0.200864
,128055,,0.200864
,136109,,0.200864
,118510,,0.198704
,121707,,0.198704
,132548,,0.196544
,137890,,0.194384
,132467,,0.194384
,125422,,0.194384
,126692,,0.191632
,130014,,0.191144
,134434,,0.190064
,142092,,0.187904
,131774,,0.184784
,137414,,0.182506
,134469,,0.182044
,125288,,0.179984
,136027,,0.179984
,134468,,0.179266
,141060,,0.179264
,137248,,0.179264
,127377,,0.177776
,131004,,0.176416
,139912,,0.170628
,126636,,0.169104
,127509,,0.169064
,134981,,0.167262
,136029,,0.166796
,129416,,0.166332
,128078,,0.166308
,131703,,0.16614
,131209,,0.16414800000000002
,119867,,0.164148
,132555,,0.164148
,130911,,0.164148
,139903,,0.16198800000000002
,140427,,0.160188
,126766,,0.15993840000000004
,119267,,0.159828
,135903,,0.159826
,131736,,0.15586
,137689,,0.1553
,142638,,0.15334799999999998
,137807,,0.153152
,131877,,0.152268
,124983,,0.149516
,133754,,0.149028
,126315,4634.0,0.146868
,141038,,0.146868
,141047,,0.146122
,128170,,0.145348
,141533,,0.145016
,135240,,0.14294
,137430,,0.142548
,135283,,0.142548
,126735,,0.142548
,128858,,0.140658
,137162,,0.140388
,128112,,0.140388
,129545,,0.13986
,137210,,0.138228
,126085,,0.138228
,138355,,0.136788
,139200,,0.136068
,125372,,0.136068
,137227,,0.135492
,137749,,0.13499
,139130,,0.13499
,121814,,0.134988
,131481,,0.134988
,124044,,0.133908
,131872,,0.133908
,137128,,0.133908
,124095,,0.133166
,137211,,0.13175
,131765,,0.131748
,124031,,0.129728
,127382,,0.129588
,129514,,0.129588
,142630,,0.129588
,126687,,0.129144
,126748,,0.127428
,119910,,0.127428
,124080,,0.127176
,142574,,0.126126
,126786,,0.12527000000000002
,124726,,0.125268
,126747,,0.125268
,135218,,0.125268
,140977,,0.124152
,141590,,0.12316
,139308,,0.123112
